x,y,orth.reg.n.observations,orth.reg.slope,orth.reg.intercept,orth.reg.ssq,orth.reg.mse,orth.reg.r.squared,deming.reg.slope,deming.reg.slope.lower.ci,deming.reg.slope.upper.ci,deming.reg.intercept,deming.reg.intercept.lower.ci,deming.reg.intercept.upper.ci,reg.n.observations,reg.slope,reg.intercept,reg.r.squared,reg.r.pearson,reg.r.pvalue,reg.df
Caenorhabditis elegans:AC50:NA:Growth,Mugil cephalus:EC50:4:Mortality/Growth,17,2.56786180800105,-4.33333037784073,6.2929806326553,2.81107972915469,0.70041991645486,2.56785756846237,0.580036591380289,4.55567854554446,-4.33332588773668,-6.31010974186686,-2.3565420336065,17,0.979,-2.65,0.306,0.553,0.021,15
Caenorhabditis elegans:AC50:NA:Growth,Cyprinodon variegatus:EC50:4:Mortality/Growth,133,6.62861633713646,-8.96324703962814,128.919637815185,43.559865984009,0.351671759779606,6.62862733288619,-15.3946296352044,28.6518843009768,-8.96326205241004,-40.5776817189603,22.6511576141402,133,0.156,-0.126,0.012,0.11,0.207,131
Caenorhabditis elegans:AC50:NA:Growth,Fundulus similis:EC50:4:Mortality/Growth,18,-5.55992255364416,4.68981261240783,26.2965849722321,46.6220026453968,0.0987005140619948,-5.55991889720707,-464.66615862434,453.546320829926,4.68980891316162,-495.880538477827,505.26015630415,18,-0.038,-0.897,0.001,-0.035,0.892,16
Caenorhabditis elegans:AC50:NA:Growth,Americamysis bahia:EC50:4:Mortality/Growth,123,7.32140308357685,-10.7053232267106,125.639104236931,55.7745110676259,0.508750759734073,7.32139854178298,-3.97729703074097,18.6200941143069,-10.7053171208569,-27.070759893704,5.66012565199008,123,0.268,-1.222,0.024,0.157,0.084,121
Caenorhabditis elegans:AC50:NA:Growth,Penaeus duorarum:EC50:4:Mortality/Growth,50,6.32581466831036,-8.56930752926355,71.3504766625086,58.530124862949,0.505535002359716,6.32581159766497,-1.46767777539331,14.1193009707232,-8.56930377478544,-19.8253715503594,2.6867640007885,50,0.3,-1.202,0.032,0.178,0.217,48
Caenorhabditis elegans:AC50:NA:Growth,Penaeus stylirostris:EC50:4:Mortality/Growth,5,2.2972366268853,-4.34159696729152,3.33029414596329,4.18104850411844,0.0935463805586478,2.29722379958907,-5.48797473065107,10.0824223298292,-4.34158373300214,-12.8236140632334,4.14044659722909,5,0.073,-2.047,0.005,0.069,0.913,3
Caenorhabditis elegans:AC50:NA:Growth,Palaemonetes pugio:EC50:4:Mortality/Growth,30,11.9650286908359,-13.6958259674904,16.8296484468626,80.8731430397767,0.693708753787949,11.9650420131555,-28.2005657789143,52.1306498052253,-13.6958402232166,-55.6142424298606,28.2225619834274,30,0.365,-1.283,0.025,0.158,0.405,28
Caenorhabditis elegans:AC50:NA:Growth,Crangon septemspinosa:LC50:4:Mortality,20,13.4309493293393,-16.7045649311892,11.4390866171571,103.747024791568,0.682275316917931,13.4309503935491,-41.1724981316477,68.0343989187459,-16.7045661193251,-76.743257616073,43.3341253774228,20,0.311,-2.056,0.019,0.137,0.565,18
Caenorhabditis elegans:AC50:NA:Growth,Palaemonetes vulgaris:LC50:4:Mortality,13,1.76595997316638,-3.3864369859116,5.01155338961157,1.58774285335174,0.26997534586341,1.7659418083042,-4.08185108405421,7.61373470066261,-3.38641884090649,-8.62122566807437,1.84838798626138,13,0.269,-1.891,0.055,0.234,0.442,11
Caenorhabditis elegans:AC50:NA:Growth,Pagurus longicarpus:LC50:4:Mortality,11,0.0959712792257293,-1.81397998690633,1.96763429880795,0.180523378893506,0.478014017053507,0.0959904673756199,-0.790615660547918,0.982596595299158,-1.81399790280853,-2.58244737123113,-1.04554843438593,11,0.062,-1.782,0.011,0.103,0.763,9
Caenorhabditis elegans:AC50:NA:Growth,Mugil cephalus:LC50:4:Mortality,16,3.72789418939329,-5.12079533720123,6.76386306201761,6.29766172367133,0.492227171863432,3.72790786888937,-4.79430404404682,12.2501197818256,-5.12080887020111,-13.0397678106773,2.79815007027507,16,0.429,-1.858,0.074,0.272,0.308,14
Caenorhabditis elegans:AC50:NA:Growth,Fundulus majalis:LC50:4:Mortality,11,5.59507382668455,-7.25204323339455,4.97089553871813,14.5985491219489,0.584310073910985,5.59507048973821,-14.9832498998871,26.1733908793636,-7.25203974787046,-29.6164063548114,15.1123268590704,11,0.448,-1.876,0.059,0.242,0.473,9
Caenorhabditis elegans:AC50:NA:Growth,Thalassoma bifasciatum:LC50:4:Mortality,11,6.64993813339779,-8.59716528203555,5.04582583723296,20.7437006461683,0.615781035777707,6.6499313100999,-8.33340784109242,21.6332704612922,-8.59715815492991,-25.5716710775711,8.37735476771132,11,0.44,-2.111,0.05,0.224,0.508,9
Caenorhabditis elegans:AC50:NA:Growth,Menidia menidia:LC50:4:Mortality,17,4.34893390555863,-5.31817722748855,9.70257715839007,11.365271344262,0.600339386764822,4.3489144609669,-0.971161949899361,9.66899087183315,-5.31816038596835,-10.5792318859418,-0.0570888859948919,17,0.57,-2.045,0.097,0.312,0.223,15
Caenorhabditis elegans:AC50:NA:Growth,Anguilla rostrata:LC50:4:Mortality,14,4.87464890051113,-6.41948264322816,6.24081413127122,11.0383071113729,0.69764806267707,4.87464803090567,-0.941717585223591,10.6910136470349,-6.41948169306632,-13.4586850748795,0.619721688746862,14,0.766,-1.93,0.128,0.358,0.209,12
Caenorhabditis elegans:AC50:NA:Growth,Fundulus heteroclitus:LC50:4:Mortality,20,5.04575411991851,-5.69923334187868,11.3473229283324,15.0123009405366,0.627791840677838,5.04573727517774,-0.843834462116183,10.9353090124717,-5.69921720815986,-12.0878378879635,0.689403471643831,20,0.571,-1.413,0.086,0.294,0.208,18
Caenorhabditis elegans:AC50:NA:Growth,Tilapia zillii:LC50:4:Mortality,7,2.67810403410806,-3.5724248917564,2.22951182556038,2.60287263368018,0.792118627815722,2.67810339219046,0.407244633764697,4.94896215061623,-3.57242432460552,-5.96239255082962,-1.18245609838141,7,1.292,-2.348,0.42,0.648,0.116,5
Caenorhabditis elegans:AC50:NA:Growth,Culex quinquefasciatus:LC50:1:Mortality,24,-1.7408405890616,-0.13371935294151,13.2538510129451,2.22583293881592,0.369112685581152,-1.74082346779283,-3.87705831090757,0.395411375321916,-0.1337376415388,-2.74169928417572,2.47422400109812,24,-0.392,-1.575,0.105,-0.325,0.122,22
Caenorhabditis elegans:AC50:NA:Growth,Macrobrachium kistnensis:LC50:4:Mortality,6,6.17881682615077,-7.85455190426763,2.19165773454455,14.310713132948,0.496153203547812,6.17882473673953,-26.9256634945636,39.2833129680427,-7.85456015182533,-39.9753231905889,24.2662028869383,6,0.296,-1.721,0.031,0.177,0.737,4
Caenorhabditis elegans:AC50:NA:Growth,Notonecta undulata:LC50:4:Mortality,9,-0.340011959783249,-1.39833143081681,3.72551029769712,0.46180106521387,0.585124853958902,-0.340010642016952,-0.907257666758329,0.227236382724424,-1.3983325228687,-1.87793572923976,-0.918729316497631,9,-0.244,-1.478,0.162,-0.403,0.283,7
Caenorhabditis elegans:AC50:NA:Growth,Peltodytes sp:LC50:4:Mortality,10,8.86948695922982,-10.1206165509195,15.5518550216127,123.898205869402,0.11186337674565,8.86948888919961,-96.0956913890306,113.83466916743,-10.1206184691225,-118.089423989997,97.8481870517517,10,0.028,-1.333,0.001,0.025,0.945,8
Caenorhabditis elegans:AC50:NA:Growth,Lestes congener:LC50:4:Mortality,7,1.50712919303178,-3.58764401170412,3.25819088410345,1.52271011248725,0.0340856281476099,1.50712648814904,-12.8010632351129,15.815316211411,-3.58764034958468,-21.7745067441576,14.5992260449882,7,0.032,-1.59,0.001,0.031,0.947,5
Caenorhabditis elegans:AC50:NA:Growth,Lepomis cyanellus:LC50:4:Mortality,22,67.0927025267854,-71.8135651571816,19.4262102540603,3975.68936640588,0.334484491193611,67.0926589974237,-2480.13289049992,2614.31820849476,-71.8135188286081,-2771.53346990516,2627.90643224794,22,0.015,-0.422,0,0.011,0.963,20
Caenorhabditis elegans:AC50:NA:Growth,Notemigonus crysoleucas:LC50:4:Mortality,13,7.14588817293913,-7.09991081483503,5.5689040472919,22.3029114356114,0.377321159417906,7.14588350629682,-3725.41276725132,3739.70453426391,-7.09990649112461,-3712.16153976396,3697.96172678171,13,0.163,-0.63,0.012,0.111,0.718,11
Caenorhabditis elegans:AC50:NA:Growth,Daphnia magna:LC50:1.1:Mortality,30,8.5783842233651,-10.4218376546344,17.7270276940986,44.0745174352043,0.654038764227957,8.57839050916265,-11.421846605726,28.5786276240513,-10.4218441986645,-31.0950314000308,10.2513430027018,30,0.414,-1.922,0.038,0.195,0.302,28
Caenorhabditis elegans:AC50:NA:Growth,Daphnia magna:LC50:1:Mortality,89,11.1068973961182,-14.0639804093702,82.6843468166353,115.53806135174,0.526751408963279,11.1069164812026,-12.1452517278177,34.3590846902229,-14.0640049811196,-44.6812210473183,16.5532110850791,89,0.195,-0.015,0.012,0.11,0.305,87
Caenorhabditis elegans:AC50:NA:Growth,Penaeus vannamei:LC50:2:Mortality,5,0.0622348520337483,-1.98796090739225,0.98729554753574,0.198223903550553,0.623806379772664,0.0622541604561583,-0.716538791172934,0.841047112085251,-1.98797852818409,-2.82589509183029,-1.15006196453789,5,0.048,-1.975,0.01,0.098,0.875,3
Caenorhabditis elegans:AC50:NA:Growth,Salvelinus fontinalis:LC50:4:Mortality,28,17.940253086748,-20.7517346702772,19.9018946442605,229.477858543875,0.568452380336236,17.9402512750776,-214.063984524291,249.944487074446,-20.7517326152413,-280.273823409793,238.77035817931,28,0.145,-0.566,0.006,0.077,0.699,26
Caenorhabditis elegans:AC50:NA:Growth,Drunella grandis:LC50:4:Mortality,10,0.571305622255424,-2.34975507709697,1.73641171022635,0.230315932631393,0.579642401080878,0.571303092138293,0.0138604241818744,1.12874576009471,-2.34975219350696,-3.1308306983319,-1.56867368868201,10,0.386,-2.138,0.273,0.522,0.121,8
Caenorhabditis elegans:AC50:NA:Growth,Gammarus lacustris:LC50:4:Mortality,13,-23.4956019492941,30.7802737650983,7.51505857234067,319.704067300244,0.522473729359039,-23.4956140987895,-170.379839673709,123.38861147613,30.780290311939,-167.103504099306,228.664084723184,13,-0.093,-1.093,0.003,-0.052,0.866,11
Caenorhabditis elegans:AC50:NA:Growth,Hesperoperla pacifica:LC50:4:Mortality,10,-1.462896333897,-0.272089055031754,4.40762669603595,1.38402373349115,0.250676770773024,-1.46289192501182,-9.87333177862189,6.94754792859825,-0.272094079865229,-10.5233900155457,9.97920185581522,10,-0.257,-1.647,0.055,-0.235,0.514,8
Caenorhabditis elegans:AC50:NA:Growth,Pteronarcys californica:LC50:4:Mortality,34,4.04040092128694,-5.78729057601383,23.4370727169085,11.9424566360289,0.480237962884496,4.04041668386586,-4.46052884776871,12.5413622155004,-5.78730951863532,-17.30748328463,5.73286424735935,34,0.389,-1.4,0.061,0.247,0.158,32
Caenorhabditis elegans:AC50:NA:Growth,Channa striata:LC50:4:Mortality,7,-0.635669309748813,0.793557070963701,6.15975726669223,1.23553772681039,0.388131124815033,-0.635671798921985,-19.2085107037522,17.9371671059082,0.793559213048308,-23.736358844395,25.3234772704916,7,-0.302,0.506,0.127,-0.356,0.433,5
Caenorhabditis elegans:AC50:NA:Growth,Cyprinus carpio:LC50:2:Mortality,71,1.43189770088939,-1.39923639772575,71.6803705364318,3.07956138294368,0.219400420801272,1.43188639674261,-6.34168400769902,9.20545680118423,-1.39922395029512,-10.8363923052677,8.03794440467751,71,0.223,-0.068,0.043,0.207,0.084,69
Caenorhabditis elegans:AC50:NA:Growth,Misgurnus anguillicaudatus:LC50:2:Mortality,21,70.9140435335003,-63.1950206911688,16.3068540245174,3905.72571327144,0.141208139914269,70.9140562907467,-780.896184455249,922.724297036742,-63.1950320227246,-818.919297404839,692.52923335939,21,0.005,-0.21,0,0.004,0.986,19
Caenorhabditis elegans:AC50:NA:Growth,Pimephales promelas:LC50:2:Mortality,80,24.8882408984739,-27.0757849029178,93.9091898165787,728.294567826249,0.324020528886399,24.8882503908068,-239.562242146732,289.338742928345,-27.0757955246585,-323.899503716153,269.747912666836,80,0.038,0.731,0.001,0.027,0.809,78
Caenorhabditis elegans:AC50:NA:Growth,Pimephales promelas:LC50:4:Mortality,229,10.3314624388369,-12.0863085885196,236.289078823877,111.168456342786,0.375296509409679,10.3314538513044,-30.5563609833658,51.2192686859746,-12.0862978755486,-64.5287374692915,40.3561417181943,229,0.114,0.66,0.006,0.077,0.243,227
Caenorhabditis elegans:AC50:NA:Growth,Chironomus riparius:LC50:4:Mortality,9,2.04687637661468,-1.62723450019451,15.8513860454352,9.14044268301518,0.247945724033212,2.04687047873986,-6.57619507781158,10.6699360352913,-1.62723106616052,-8.45837527509375,5.20391314277272,9,0.231,-0.57,0.039,0.198,0.61,7
Caenorhabditis elegans:AC50:NA:Growth,Macropodus cupanus:LC50:2:Mortality,6,-0.353960505902362,0.494951645856384,6.49162213006026,1.21749079024327,0.176588481706752,-0.353958129395424,-6.79833686496398,6.09042060617313,0.494950636919104,-4.69610889435602,5.68601016819423,6,-0.098,0.386,0.013,-0.112,0.832,4
Caenorhabditis elegans:AC50:NA:Growth,Channa punctata:LC50:3:Mortality,22,14.0049847999675,-14.5457998303568,17.2847692111232,154.886930698329,0.439427094809263,14.0049839861337,-151.626478135367,179.636446107634,-14.545798980922,-187.204782472846,158.113184511002,22,0.11,-0.044,0.005,0.069,0.759,20
Caenorhabditis elegans:AC50:NA:Growth,Channa punctata:LC50:2:Mortality,24,7.43074938164505,-7.45053740550567,17.3688361768829,40.683630261382,0.45915651961666,7.43074436532928,-26.1667127893414,41.02820152,-7.45053228790672,-40.2061823464483,25.3051177706349,24,0.218,-0.092,0.018,0.135,0.528,22
Caenorhabditis elegans:AC50:NA:Growth,Eretes sticticus:LC50:2:Mortality,7,-0.29958326581706,-1.10018702756657,3.40911907243684,0.530726851876888,0.563689810980313,-0.299596327534509,-2.34208786228742,1.7428952072184,-1.10017631292934,-3.82057441135315,1.62022178549448,7,-0.211,-1.173,0.123,-0.351,0.44,5
Caenorhabditis elegans:AC50:NA:Growth,Micropterus salmoides:LC50:4:Mortality,43,-18.8431436136871,19.644413028097,38.1529307217195,315.927615377072,0.476565800135504,-18.8431469048396,-992.235884457978,954.549590648299,19.6444165535216,-1077.28327043659,1116.57210354364,43,-0.096,-0.437,0.003,-0.057,0.715,41
Caenorhabditis elegans:AC50:NA:Growth,Oncorhynchus kisutch:LC50:4:Mortality,47,-706.23667467321,869.257426387418,38.4605883775741,408149.688964791,0.515480378495084,-706.236992733953,-57267.8646634443,55855.3906779764,869.257817895209,-68664.8863253667,70403.4019611571,47,-0.003,-0.061,0,-0.002,0.991,45
Caenorhabditis elegans:AC50:NA:Growth,Cypridopsis vidua:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,10,0.317236777573945,-1.48163242990493,6.23690552147556,0.686458253551977,0.34125025193541,0.317230570166003,-1.74417818995571,2.37863933028772,-1.48162854171225,-3.46135270537446,0.498095621949954,10,0.154,-1.379,0.042,0.205,0.57,8
Caenorhabditis elegans:AC50:NA:Growth,Esox lucius:LC50:4:Mortality,11,19.1175898278737,-28.6532189378983,6.18129639930385,205.939577784693,0.38324650538039,19.1175881498618,-453.557513897385,491.792690197109,-28.6532165886718,-740.683254914111,683.376821736767,11,0.065,-1.979,0.002,0.043,0.9,9
Caenorhabditis elegans:AC50:NA:Growth,Stizostedion vitreum:LC50:4:Mortality,9,2.03743738869707,-2.9162079058566,5.79484895621672,3.31668251663064,0.513108042375133,2.03744047101246,-1.68782465904977,5.76270560107469,-2.91621107488474,-6.68962456370376,0.857202413934282,9,0.592,-1.43,0.183,0.428,0.251,7
Caenorhabditis elegans:AC50:NA:Growth,Perca flavescens:LC50:4:Mortality,20,-85.5566119897903,111.751946578798,19.1535449485263,7011.09178301078,0.401026874475792,-85.5565519155399,-1866.57317968548,1695.4600758544,111.751867578737,-2239.76051838916,2463.26425354663,20,-0.016,-0.738,0,-0.01,0.966,18
Caenorhabditis elegans:AC50:NA:Growth,Gambusia affinis:LC50:3:Mortality,16,66.0492129371723,-44.8698084250644,23.8127162363149,6494.17201771352,0.334774337998801,66.0491698474736,-902.728017181765,1034.82635687671,-44.8697793525663,-702.182718529043,612.44315982391,16,0.015,-0.317,0,0.011,0.968,14
Caenorhabditis elegans:AC50:NA:Growth,Leuciscus idus melanotus:LC50:2:Mortality,36,-5.39262583656274,8.08075521293642,29.0649304559814,24.2856978872439,0.222376503120694,-5.39262418520526,-41.1583131944547,30.3730648240441,8.08075316866275,-36.85232768222,53.0138340195455,36,-0.101,1.53,0.007,-0.082,0.637,34
Caenorhabditis elegans:AC50:NA:Growth,Chironomus tentans:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,7,-0.0618842018186069,-2.42235405610612,0.995130052351584,0.142705865224243,0.846318159187574,-0.0618913247566796,-0.749110269378676,0.625327619865316,-2.42234898149487,-3.40693499021607,-1.43776297277367,7,-0.057,-2.426,0.037,-0.192,0.68,5
Caenorhabditis elegans:AC50:NA:Growth,Oncorhynchus tshawytscha:LC50:4:Mortality,33,22.5502544207448,-29.1231683483227,32.78398915486,506.178806433365,0.466874121923224,22.5502590146025,-785.405805025577,830.506323054782,-29.1231742022389,-1077.31275438345,1019.06640597897,33,0.077,-0.486,0.002,0.047,0.796,31
Caenorhabditis elegans:AC50:NA:Growth,Oncorhynchus tshawytscha:LC50:3:Mortality,16,5.05405645489471,-7.04669634455909,7.56916197396086,12.5569968626211,0.791146924982652,5.05407319589883,-0.675209801068834,10.7833561928665,-7.04671824061765,-14.8687912447657,0.775354763530366,16,1.122,-1.904,0.195,0.442,0.087,14
Caenorhabditis elegans:AC50:NA:Growth,Oncorhynchus tshawytscha:LC50:2:Mortality,19,4.49666900870798,-6.61743583412407,8.81282679481208,9.84255095414202,0.73857167412431,4.49665434534258,-0.202247884040855,9.19555657472601,-6.61741562569016,-13.4841165864053,0.249285335024987,19,0.946,-1.723,0.177,0.421,0.073,17
Caenorhabditis elegans:AC50:NA:Growth,Oncorhynchus kisutch:LC50:3:Mortality,18,3.92610613857224,-4.20549865192955,17.1824144727911,15.6687481994549,0.566645068722105,3.92611623942019,-0.931894474315025,8.78412695315541,-4.20550937709355,-9.79731729271082,1.38629853852372,18,0.54,-0.61,0.098,0.313,0.207,16
Caenorhabditis elegans:AC50:NA:Growth,Oncorhynchus kisutch:LC50:2:Mortality,20,3.62985770536385,-3.93677698401761,17.3600501093985,12.3046880395207,0.588115466748521,3.62986668497917,0.104814653393487,7.15491871656484,-3.93678715165586,-8.69342554446837,0.819851241156649,20,0.609,-0.516,0.122,0.349,0.132,18
Caenorhabditis elegans:AC50:NA:Growth,Salmo trutta:LC50:4:Mortality,36,-3.32322631773452,3.92787553334059,26.518159199882,8.87167458566907,0.511000370706847,-3.32320696289916,-9.78639238587269,3.13997846007436,3.92785123759953,-5.09058142578497,12.946283900984,36,-0.491,0.373,0.097,-0.312,0.064,34
Caenorhabditis elegans:AC50:NA:Growth,Poecilia reticulata:LC50:7:Mortality,7,1.61389872725476,-2.42403794170125,4.30961282315204,2.21924688349801,0.527422503004092,1.61390408336339,-3.57496244451663,6.8027706112434,-2.42404393877861,-10.4080048455586,5.55991696800138,7,0.617,-1.308,0.236,0.486,0.269,5
Caenorhabditis elegans:AC50:NA:Growth,Tinca tinca:LC50:4:Mortality,8,3.25204549961811,-3.5035580612526,0.890687615286123,1.28880270451174,0.943925027414737,3.25204401210238,1.50749299313053,4.99659503107423,-3.50355609658371,-6.80850635514137,-0.198605838026048,8,2.42,-2.405,0.721,0.849,0.008,6
Caenorhabditis elegans:AC50:NA:Growth,Cyprinus carpio:LC50:4:Mortality,83,3.05015578223208,-3.52950669063625,93.6349362328239,11.6236495353391,0.292808256057706,3.05016290402034,-7.87881925773133,13.979145065772,-3.52951516881322,-17.7450996197394,10.6860692821129,83,0.227,-0.169,0.032,0.178,0.107,81
Caenorhabditis elegans:AC50:NA:Growth,Aedes aegypti:LC50:1:Mortality,21,5.53425705383068,-6.71957985009204,25.6567533047898,38.6415153675267,0.501665310028539,5.53425738411612,-5.41298398482309,16.4814987530553,-6.71958016891524,-17.3919843510334,3.95282401320296,21,0.331,-1.697,0.04,0.199,0.387,19
Caenorhabditis elegans:AC50:NA:Growth,Daphnia magna:LC50:4:Mortality,32,11.0215715690603,-12.1927459733001,35.9266445908789,137.503663375425,0.455767418630327,11.0215589944879,-148.616366110061,170.659484099037,-12.192732764275,-174.600989016046,150.215523487496,32,0.149,-0.771,0.008,0.092,0.617,30
Caenorhabditis elegans:AC50:NA:Growth,Morone saxatilis:LC50:4:Mortality,28,3.62441589462366,-4.16700567321662,20.8826755189347,10.5430591940217,0.676439762410013,3.62442500533698,1.22630499705348,6.02254501362049,-4.16701522907285,-6.80584067049308,-1.52818978765262,28,0.827,-1.233,0.182,0.426,0.024,26
Caenorhabditis elegans:AC50:NA:Growth,Clarias batrachus:LC50:4:Mortality,23,6.64697289467728,-7.88569421848448,19.8737853568229,39.0409700808089,0.426645952186429,6.6469686646207,-14.7222030069599,28.0161403362014,-7.88568933693064,-33.0000153636198,17.2286366897586,23,0.212,-0.46,0.019,0.137,0.532,21
Caenorhabditis elegans:AC50:NA:Growth,Clarias batrachus:LC50:3:Mortality,11,-1.77483585821758,0.421463029898167,7.75982626237168,2.92760067388556,0.575442320920665,-1.77483497422535,-13.4969583325681,9.94728838411744,0.421462395118549,-11.3464498743193,12.1893746645564,11,-0.701,-0.349,0.266,-0.516,0.104,9
Caenorhabditis elegans:AC50:NA:Growth,Clarias batrachus:LC50:2:Mortality,14,-2.97362736694641,1.71139690889539,10.849616625919,7.62763675645799,0.502574277432549,-2.97361573318975,-48.4973366844195,42.55010521804,1.71138844288029,-41.1765400722889,44.5993169580495,14,-0.507,-0.084,0.11,-0.331,0.247,12
Caenorhabditis elegans:AC50:NA:Growth,Cirrhinus mrigala:LC50:4:Mortality,18,4.61972343091133,-4.98240563144668,18.4758076364689,22.9324234816148,0.363556701397542,4.61971887319882,-4.25144796350257,13.4908857099002,-4.98240074891049,-14.9404742328059,4.9756727349849,18,0.225,-0.274,0.025,0.159,0.528,16
Caenorhabditis elegans:AC50:NA:Growth,Labeo rohita:LC50:4:Mortality,17,5.46786392284134,-5.40354345100577,16.8889119149372,30.6956330496555,0.282947644646569,5.46786630896191,-38.3246773327931,49.260409950717,-5.4035459257906,-49.265117159786,38.4580253082048,17,0.136,0.126,0.011,0.104,0.692,15
Caenorhabditis elegans:AC50:NA:Growth,Gibelion catla:LC50:4:Mortality,9,1.64281317425238,-0.676243555369628,9.08180153840209,3.73245405922622,0.402341133300689,1.64282337778643,-1.76478178677303,5.05042854234589,-0.676250640645162,-4.62091004826867,3.26840876697834,9,0.438,0.16,0.132,0.364,0.336,7
Caenorhabditis elegans:AC50:NA:Growth,Alburnus alburnus:LC50:4:Mortality,16,31.1002396680399,-39.5845603460787,13.7381658026329,831.35214451443,0.560570965491309,31.1002370675379,-202.17100109206,264.371475227136,-39.5845569479524,-347.753383093385,268.584269197481,16,0.082,0.948,0.002,0.043,0.873,14
Caenorhabditis elegans:AC50:NA:Growth,Nitocra spinipes:LC50:4:Mortality,30,4.72786590609165,-4.50238507733619,22.7975280750886,17.7461399743979,0.52649687190655,4.72786058037513,-0.627481989150561,10.0832031499008,-4.5023793430043,-10.2768647987572,1.27210611274858,30,0.411,0.146,0.059,0.243,0.195,28
Caenorhabditis elegans:AC50:NA:Growth,Therapon jarbua:LC50:4:Mortality,6,1.52631697962002,-0.962052642141396,8.02533050484269,4.45358162159609,0.23686359229968,1.52631661034487,-2.88503902767912,5.93767224836886,-0.962052437030521,-5.75996658553265,3.83586171147161,6,0.24,-0.247,0.048,0.218,0.678,4
Caenorhabditis elegans:AC50:NA:Growth,Gammarus fasciatus:LC50:4:Mortality,62,7.19388145880857,-8.90887134668407,81.3899926532744,69.2496650198956,0.431904830314195,7.19390102415825,-5.44867979268205,19.8364818409986,-8.90889353889335,-25.0617322085511,7.24394513076439,62,0.202,-0.978,0.017,0.13,0.316,60
Caenorhabditis elegans:AC50:NA:Growth,Palaemonetes kadiakensis:LC50:4:Mortality,16,4.39804171732374,-5.94939459440237,16.2930754220283,20.7153938336081,0.459888808994489,4.39802170441401,-5.03413928640667,13.8301826952347,-5.94937351677494,-17.0243205264682,5.1255734929183,16,0.34,-1.675,0.048,0.219,0.416,14
Caenorhabditis elegans:AC50:NA:Growth,Asellus brevicaudus:LC50:2:Mortality,21,3.90571524208414,-4.91502707724126,18.3160738665716,14.1771745649243,0.398542759920713,3.90571342166624,-2.0901723754948,9.90159921882728,-4.91502512227097,-12.3879927822986,2.55794253775665,21,0.294,-1.037,0.042,0.204,0.374,19
Caenorhabditis elegans:AC50:NA:Growth,Lepomis microlophus:LC50:4:Mortality,13,-1.31571608033528,0.561391956179869,12.7506076037739,2.67871512951459,0.137522344929697,-1.31570614393494,-9.98531506728162,7.35390277941174,0.561383528724328,-7.95074223938457,9.07350929683323,13,-0.138,-0.438,0.018,-0.133,0.666,11
Caenorhabditis elegans:AC50:NA:Growth,Lepomis gibbosus:LC50:4:Mortality,10,-81.8350658786062,94.1863841543309,8.34110098047028,5586.85109243239,0.506733908108288,-81.8351081488546,-572.638459966006,408.968243668297,94.1864330396056,-476.991087929171,665.363954008382,10,-0.025,-0.426,0,-0.014,0.969,8
Caenorhabditis elegans:AC50:NA:Growth,Salvelinus namaycush:LC50:4:Mortality,29,-3.6129046739748,4.11006605347389,23.8436792710546,11.5543840227353,0.250865206046669,-3.61288487618452,-16.7791582437338,9.55338849136476,4.11004096987583,-14.0818074833017,22.3018894230534,29,-0.164,-0.259,0.017,-0.132,0.495,27
Caenorhabditis elegans:AC50:NA:Growth,Ameiurus melas:LC50:4:Mortality,23,3.8523250133335,-4.6459130099885,17.9614347238472,12.3702806278771,0.460276498182278,3.85230976409742,-0.837692982454434,8.54231251064928,-4.64589422687892,-10.4891478121472,1.19735935838932,23,0.374,-0.362,0.06,0.245,0.261,21
Caenorhabditis elegans:AC50:NA:Growth,Macrobrachium lamarrei:LC50:4:Mortality,8,1.00943508490943,-2.11056557301284,4.95650355165579,1.2508722998857,0.529046598790847,1.00942103088922,-0.850055900725039,2.86889796250347,-2.11055693571934,-4.51052437070437,0.289410499265697,8,0.532,-1.817,0.28,0.529,0.178,6
Caenorhabditis elegans:AC50:NA:Growth,Daphnia pulex:EC50:2:Immobilization: Change in the failure to respond or lack of movement after mechanical stimulation.,42,3.74773583746509,-4.48696453790029,67.4916747112549,24.1773239385716,0.292387443518659,3.74775023840977,-8.32314483602814,15.8186453128477,-4.48697772197911,-18.0256844167666,9.05172897280841,42,0.195,-1.235,0.023,0.151,0.341,40
Caenorhabditis elegans:AC50:NA:Growth,Oreochromis mossambicus:LC50:4:Mortality,25,2.55136199699803,-2.90363598407143,12.5942003737635,3.78301973234689,0.663914062106079,2.55137467690495,-0.171935613669313,5.27468496747921,-2.90365076158884,-6.91168388174553,1.10438235856785,25,0.88,-0.955,0.267,0.517,0.008,23
Caenorhabditis elegans:AC50:NA:Growth,Salmo salar:LC50:4:Mortality,18,12.1315315308538,-15.5228006020976,17.108782113876,140.83764783348,0.224437417673181,12.1315432935398,-635.997139245323,660.260225832402,-15.5228148284819,-786.3887771255,755.343147468536,18,0.047,-0.907,0.001,0.038,0.882,16
Caenorhabditis elegans:AC50:NA:Growth,Simocephalus serrulatus:EC50:2:Intoxication,29,3.86312813353856,-5.79768889894305,18.5400239912078,10.1802370154411,0.555248876593971,3.86313661004062,0.637620565459984,7.08865265462126,-5.79769783267863,-10.2279761168278,-1.36741954852949,29,0.524,-2.278,0.095,0.308,0.104,27
